City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Year,Month,Day
Ahmedabad,2017-01-01,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,1
Ahmedabad,2017-01-02,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,2
Ahmedabad,2017-01-03,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,3
Ahmedabad,2017-01-04,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,4
Ahmedabad,2017-01-05,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,5
Ahmedabad,2017-01-06,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,6
Ahmedabad,2017-01-07,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,7
Ahmedabad,2017-01-08,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,8
Ahmedabad,2017-01-09,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,9
Ahmedabad,2017-01-10,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,10
Ahmedabad,2017-01-11,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,11
Ahmedabad,2017-01-12,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,12
Ahmedabad,2017-01-13,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,13
Ahmedabad,2017-01-14,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,14
Ahmedabad,2017-01-15,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,15
Ahmedabad,2017-01-16,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,16
Ahmedabad,2017-01-17,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,17
Ahmedabad,2017-01-18,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,18
Ahmedabad,2017-01-19,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,19
Ahmedabad,2017-01-20,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,20
Ahmedabad,2017-01-21,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,21
Ahmedabad,2017-01-22,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,22
Ahmedabad,2017-01-23,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,23
Ahmedabad,2017-01-24,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,24
Ahmedabad,2017-01-25,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,25
Ahmedabad,2017-01-26,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,26
Ahmedabad,2017-01-27,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,27
Ahmedabad,2017-01-28,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,28
Ahmedabad,2017-01-29,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,29
Ahmedabad,2017-01-30,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,30
Ahmedabad,2017-01-31,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,1,31
Ahmedabad,2017-02-01,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,1
Ahmedabad,2017-02-02,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,2
Ahmedabad,2017-02-03,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,3
Ahmedabad,2017-02-04,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,4
Ahmedabad,2017-02-05,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,5
Ahmedabad,2017-02-06,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,6
Ahmedabad,2017-02-07,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,7
Ahmedabad,2017-02-08,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,8
Ahmedabad,2017-02-09,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,9
Ahmedabad,2017-02-10,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,10
Ahmedabad,2017-02-11,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,11
Ahmedabad,2017-02-12,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,12
Ahmedabad,2017-02-13,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,13
Ahmedabad,2017-02-14,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,14
Ahmedabad,2017-02-15,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,15
Ahmedabad,2017-02-16,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,16
Ahmedabad,2017-02-17,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,17
Ahmedabad,2017-02-18,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,18
Ahmedabad,2017-02-19,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,19
Ahmedabad,2017-02-20,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,20
Ahmedabad,2017-02-21,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,21
Ahmedabad,2017-02-22,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,22
Ahmedabad,2017-02-23,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,23
Ahmedabad,2017-02-24,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,24
Ahmedabad,2017-02-25,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,25
Ahmedabad,2017-02-26,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,26
Ahmedabad,2017-02-27,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,27
Ahmedabad,2017-02-28,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,0.0,0.0,0.0,166.4635814889336,Moderate,2017,2,28
